record_id,date,year,month,day_of_week,day_type,is_public_holiday,holiday_name,is_covid_lockdown_period,origin_station,destination_station,line_name,distance_km,train_type,class,seat_capacity,tickets_sold,seat_utilization_pct,fare_lkr,revenue_lkr,delay_minutes
16220,2021-06-03,2021,6,Thursday,Weekday,0,,1,Colombo Fort,Galle,Coastal Line,116,Intercity,2nd Class,225,16,7.11,774.39,12390.24,8
16221,2021-06-03,2021,6,Thursday,Weekday,0,,1,Colombo Fort,Galle,Coastal Line,116,Intercity,3rd Class,487,27,5.54,354.27,9565.29,0
16222,2021-06-03,2021,6,Thursday,Weekday,0,,1,Colombo Fort,Kurunegala,Northern Line,94,Express,1st Class,45,2,4.44,1181.5,2363.0,3
16223,2021-06-03,2021,6,Thursday,Weekday,0,,1,Colombo Fort,Kurunegala,Northern Line,94,Express,2nd Class,270,14,5.19,619.21,8668.94,0
16224,2021-06-03,2021,6,Thursday,Weekday,0,,1,Colombo Fort,Kurunegala,Northern Line,94,Express,3rd Class,585,51,8.72,310.99,15860.49,10
16225,2021-06-04,2021,6,Friday,Weekday,0,,1,Colombo Fort,Trincomalee,Trincomalee Line,267,Express,1st Class,45,4,8.89,3267.95,13071.8,25
16226,2021-06-04,2021,6,Friday,Weekday,0,,1,Colombo Fort,Trincomalee,Trincomalee Line,267,Express,2nd Class,270,20,7.41,1693.59,33871.8,15
16227,2021-06-04,2021,6,Friday,Weekday,0,,1,Colombo Fort,Trincomalee,Trincomalee Line,267,Express,3rd Class,585,60,10.26,849.63,50977.8,15
16228,2021-06-04,2021,6,Friday,Weekday,0,,1,Kandy,Badulla,Main Line,171,Slow/Local,1st Class,25,1,4.0,2077.75,2077.75,1
16229,2021-06-04,2021,6,Friday,Weekday,0,,1,Kandy,Badulla,Main Line,171,Slow/Local,2nd Class,150,11,7.33,1097.57,12073.27,10
16230,2021-06-04,2021,6,Friday,Weekday,0,,1,Kandy,Badulla,Main Line,171,Slow/Local,3rd Class,325,26,8.0,536.86,13958.36,0
16231,2021-06-04,2021,6,Friday,Weekday,0,,1,Colombo Fort,Badulla,Main Line,292,Intercity,1st Class,37,5,13.51,3543.71,17718.55,17
16232,2021-06-04,2021,6,Friday,Weekday,0,,1,Colombo Fort,Badulla,Main Line,292,Intercity,2nd Class,225,35,15.56,1840.97,64433.95,20
16233,2021-06-04,2021,6,Friday,Weekday,0,,1,Colombo Fort,Badulla,Main Line,292,Intercity,3rd Class,487,74,15.2,979.18,72459.32,2
16234,2021-06-04,2021,6,Friday,Weekday,0,,1,Colombo Fort,Anuradhapura,Northern Line,205,Intercity,1st Class,37,6,16.22,2580.79,15484.74,0
16235,2021-06-04,2021,6,Friday,Weekday,0,,1,Colombo Fort,Anuradhapura,Northern Line,205,Intercity,2nd Class,225,26,11.56,1313.6,34153.6,27
16236,2021-06-04,2021,6,Friday,Weekday,0,,1,Colombo Fort,Anuradhapura,Northern Line,205,Intercity,3rd Class,487,58,11.91,636.49,36916.42,21
16237,2021-06-04,2021,6,Friday,Weekday,0,,1,Colombo Fort,Galle,Coastal Line,116,Express,1st Class,45,5,11.11,1378.63,6893.15,1
16238,2021-06-04,2021,6,Friday,Weekday,0,,1,Colombo Fort,Galle,Coastal Line,116,Express,2nd Class,270,34,12.59,720.62,24501.08,30
16239,2021-06-04,2021,6,Friday,Weekday,0,,1,Colombo Fort,Galle,Coastal Line,116,Express,3rd Class,585,52,8.89,354.07,18411.64,30
16240,2021-06-04,2021,6,Friday,Weekday,0,,1,Colombo Fort,Badulla,Main Line,292,Slow/Local,1st Class,25,1,4.0,3433.18,3433.18,0
16241,2021-06-04,2021,6,Friday,Weekday,0,,1,Colombo Fort,Badulla,Main Line,292,Slow/Local,2nd Class,150,13,8.67,1915.91,24906.83,0
16242,2021-06-04,2021,6,Friday,Weekday,0,,1,Colombo Fort,Badulla,Main Line,292,Slow/Local,3rd Class,325,25,7.69,955.61,23890.25,96
16243,2021-06-04,2021,6,Friday,Weekday,0,,1,Colombo Fort,Badulla,Main Line,292,Intercity,1st Class,37,4,10.81,3371.14,13484.56,17
16244,2021-06-04,2021,6,Friday,Weekday,0,,1,Colombo Fort,Badulla,Main Line,292,Intercity,2nd Class,225,38,16.89,1860.52,70699.76,31
16245,2021-06-04,2021,6,Friday,Weekday,0,,1,Colombo Fort,Badulla,Main Line,292,Intercity,3rd Class,487,66,13.55,910.7,60106.2,4
16246,2021-06-04,2021,6,Friday,Weekday,0,,1,Colombo Fort,Kurunegala,Northern Line,94,Intercity,1st Class,37,2,5.41,1124.7,2249.4,12
16247,2021-06-04,2021,6,Friday,Weekday,0,,1,Colombo Fort,Kurunegala,Northern Line,94,Intercity,2nd Class,225,17,7.56,582.74,9906.58,20
16248,2021-06-04,2021,6,Friday,Weekday,0,,1,Colombo Fort,Kurunegala,Northern Line,94,Intercity,3rd Class,487,32,6.57,286.65,9172.8,15
16249,2021-06-04,2021,6,Friday,Weekday,0,,1,Colombo Fort,Badulla,Main Line,292,Intercity,1st Class,37,4,10.81,3480.49,13921.96,26
16250,2021-06-04,2021,6,Friday,Weekday,0,,1,Colombo Fort,Badulla,Main Line,292,Intercity,2nd Class,225,20,8.89,1867.37,37347.4,1
16251,2021-06-04,2021,6,Friday,Weekday,0,,1,Colombo Fort,Badulla,Main Line,292,Intercity,3rd Class,487,44,9.03,896.07,39427.08,17
16252,2021-06-04,2021,6,Friday,Weekday,0,,1,Colombo Fort,Galle,Coastal Line,116,Express,1st Class,45,1,2.22,1357.94,1357.94,1
16253,2021-06-04,2021,6,Friday,Weekday,0,,1,Colombo Fort,Galle,Coastal Line,116,Express,2nd Class,270,18,6.67,783.54,14103.72,9
16254,2021-06-04,2021,6,Friday,Weekday,0,,1,Colombo Fort,Galle,Coastal Line,116,Express,3rd Class,585,37,6.32,361.83,13387.71,26
16255,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Trincomalee,Trincomalee Line,267,Intercity,1st Class,37,1,2.7,3361.08,3361.08,3
16256,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Trincomalee,Trincomalee Line,267,Intercity,2nd Class,225,8,3.56,1755.44,14043.52,75
16257,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Trincomalee,Trincomalee Line,267,Intercity,3rd Class,487,17,3.49,824.93,14023.81,27
16258,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Puttalam,Puttalam Line,130,Intercity,1st Class,37,1,2.7,1586.04,1586.04,0
16259,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Puttalam,Puttalam Line,130,Intercity,2nd Class,225,9,4.0,881.57,7934.13,4
16260,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Puttalam,Puttalam Line,130,Intercity,3rd Class,487,22,4.52,420.62,9253.64,8
16261,2021-06-05,2021,6,Saturday,Weekend,0,,1,Kandy,Badulla,Main Line,171,Express,1st Class,45,2,4.44,2025.69,4051.38,0
16262,2021-06-05,2021,6,Saturday,Weekend,0,,1,Kandy,Badulla,Main Line,171,Express,2nd Class,270,17,6.3,1067.71,18151.07,0
16263,2021-06-05,2021,6,Saturday,Weekend,0,,1,Kandy,Badulla,Main Line,171,Express,3rd Class,585,37,6.32,573.25,21210.25,10
16264,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,1st Class,25,1,4.0,3155.13,3155.13,15
16265,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,2nd Class,150,11,7.33,1733.09,19063.99,21
16266,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,3rd Class,325,20,6.15,844.63,16892.6,27
16267,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Kandy,Main Line,121,Express,1st Class,45,2,4.44,1452.14,2904.28,6
16268,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Kandy,Main Line,121,Express,2nd Class,270,23,8.52,782.1,17988.3,9
16269,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Kandy,Main Line,121,Express,3rd Class,585,39,6.67,385.65,15040.35,18
16270,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Puttalam,Puttalam Line,130,Express,1st Class,45,1,2.22,1500.62,1500.62,14
16271,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Puttalam,Puttalam Line,130,Express,2nd Class,270,12,4.44,857.5,10290.0,12
16272,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Puttalam,Puttalam Line,130,Express,3rd Class,585,26,4.44,406.75,10575.5,14
16273,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Trincomalee,Trincomalee Line,267,Slow/Local,1st Class,25,2,8.0,3239.42,6478.84,10
16274,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Trincomalee,Trincomalee Line,267,Slow/Local,2nd Class,150,18,12.0,1665.29,29975.22,7
16275,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Trincomalee,Trincomalee Line,267,Slow/Local,3rd Class,325,34,10.46,845.53,28748.02,99
16276,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Puttalam,Puttalam Line,130,Night Mail,1st Class,32,1,3.12,1608.79,1608.79,4
16277,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Puttalam,Puttalam Line,130,Night Mail,2nd Class,195,10,5.13,819.29,8192.9,9
16278,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Puttalam,Puttalam Line,130,Night Mail,3rd Class,422,11,2.61,401.11,4412.21,0
16279,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Matara,Coastal Line,160,Intercity,1st Class,37,4,10.81,1985.38,7941.52,2
16280,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Matara,Coastal Line,160,Intercity,2nd Class,225,22,9.78,1060.19,23324.18,13
16281,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Matara,Coastal Line,160,Intercity,3rd Class,487,32,6.57,532.84,17050.88,0
16282,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Kurunegala,Northern Line,94,Slow/Local,1st Class,25,4,16.0,1166.21,4664.84,14
16283,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Kurunegala,Northern Line,94,Slow/Local,2nd Class,150,18,12.0,612.34,11022.12,19
16284,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Kurunegala,Northern Line,94,Slow/Local,3rd Class,325,44,13.54,305.24,13430.56,12
16285,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Kandy,Main Line,121,Intercity,1st Class,37,4,10.81,1435.46,5741.84,11
16286,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Kandy,Main Line,121,Intercity,2nd Class,225,36,16.0,788.39,28382.04,16
16287,2021-06-05,2021,6,Saturday,Weekend,0,,1,Colombo Fort,Kandy,Main Line,121,Intercity,3rd Class,487,73,14.99,373.22,27245.06,21
16288,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Kandy,Main Line,121,Slow/Local,1st Class,25,3,12.0,1520.59,4561.77,7
16289,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Kandy,Main Line,121,Slow/Local,2nd Class,150,28,18.67,755.74,21160.72,25
16290,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Kandy,Main Line,121,Slow/Local,3rd Class,325,46,14.15,398.73,18341.58,14
16291,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,1st Class,25,2,8.0,3237.89,6475.78,8
16292,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,2nd Class,150,20,13.33,1641.24,32824.8,11
16293,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,3rd Class,325,48,14.77,812.9,39019.2,7
16294,2021-06-06,2021,6,Sunday,Weekend,0,,1,Maradana,Avissawella,Kelani Valley Line,58,Slow/Local,1st Class,25,1,4.0,687.45,687.45,13
16295,2021-06-06,2021,6,Sunday,Weekend,0,,1,Maradana,Avissawella,Kelani Valley Line,58,Slow/Local,2nd Class,150,11,7.33,364.72,4011.92,34
16296,2021-06-06,2021,6,Sunday,Weekend,0,,1,Maradana,Avissawella,Kelani Valley Line,58,Slow/Local,3rd Class,325,25,7.69,185.65,4641.25,15
16297,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Kandy,Main Line,121,Intercity,1st Class,37,3,8.11,1470.27,4410.81,0
16298,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Kandy,Main Line,121,Intercity,2nd Class,225,21,9.33,810.42,17018.82,5
16299,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Kandy,Main Line,121,Intercity,3rd Class,487,27,5.54,401.71,10846.17,15
16300,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Puttalam,Puttalam Line,130,Slow/Local,1st Class,25,2,8.0,1550.79,3101.58,20
16301,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Puttalam,Puttalam Line,130,Slow/Local,2nd Class,150,10,6.67,830.73,8307.3,22
16302,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Puttalam,Puttalam Line,130,Slow/Local,3rd Class,325,22,6.77,428.32,9423.04,9
16303,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,1st Class,25,2,8.0,3096.92,6193.84,39
16304,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,2nd Class,150,29,19.33,1734.2,50291.8,62
16305,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,3rd Class,325,41,12.62,856.57,35119.37,11
16306,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Negombo,Main Line,37,Night Mail,1st Class,32,4,12.5,446.88,1787.52,8
16307,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Negombo,Main Line,37,Night Mail,2nd Class,195,28,14.36,241.76,6769.28,23
16308,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Negombo,Main Line,37,Night Mail,3rd Class,422,51,12.09,122.42,6243.42,12
16309,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Ratnapura,Main Line branch,101,Intercity,1st Class,37,1,2.7,1259.83,1259.83,26
16310,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Ratnapura,Main Line branch,101,Intercity,2nd Class,225,15,6.67,646.52,9697.8,1
16311,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Ratnapura,Main Line branch,101,Intercity,3rd Class,487,39,8.01,320.95,12517.05,8
16312,2021-06-06,2021,6,Sunday,Weekend,0,,1,Maradana,Avissawella,Kelani Valley Line,58,Slow/Local,1st Class,25,3,12.0,701.03,2103.09,21
16313,2021-06-06,2021,6,Sunday,Weekend,0,,1,Maradana,Avissawella,Kelani Valley Line,58,Slow/Local,2nd Class,150,16,10.67,378.23,6051.68,15
16314,2021-06-06,2021,6,Sunday,Weekend,0,,1,Maradana,Avissawella,Kelani Valley Line,58,Slow/Local,3rd Class,325,39,12.0,185.72,7243.08,10
16315,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Kurunegala,Northern Line,94,Intercity,1st Class,37,2,5.41,1179.25,2358.5,10
16316,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Kurunegala,Northern Line,94,Intercity,2nd Class,225,23,10.22,611.1,14055.3,7
16317,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Kurunegala,Northern Line,94,Intercity,3rd Class,487,42,8.62,292.86,12300.12,12
16318,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Vavuniya,Northern Line,259,Express,1st Class,45,2,4.44,3222.88,6445.76,8
16319,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Vavuniya,Northern Line,259,Express,2nd Class,270,10,3.7,1722.41,17224.1,12
16320,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Vavuniya,Northern Line,259,Express,3rd Class,585,34,5.81,818.58,27831.72,4
16321,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Kandy,Main Line,121,Express,1st Class,45,2,4.44,1508.08,3016.16,18
16322,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Kandy,Main Line,121,Express,2nd Class,270,18,6.67,784.07,14113.26,0
16323,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Kandy,Main Line,121,Express,3rd Class,585,22,3.76,391.65,8616.3,1
16324,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Jaffna,Northern Line,396,Express,1st Class,45,7,15.56,4909.22,34364.54,22
16325,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Jaffna,Northern Line,396,Express,2nd Class,270,37,13.7,2530.65,93634.05,2
16326,2021-06-06,2021,6,Sunday,Weekend,0,,1,Colombo Fort,Jaffna,Northern Line,396,Express,3rd Class,585,70,11.97,1299.54,90967.8,22
16327,2021-06-07,2021,6,Monday,Weekday,0,,1,Colombo Fort,Batticaloa,Batticaloa Line,314,Intercity,1st Class,37,1,2.7,3674.01,3674.01,1
16328,2021-06-07,2021,6,Monday,Weekday,0,,1,Colombo Fort,Batticaloa,Batticaloa Line,314,Intercity,2nd Class,225,8,3.56,2078.66,16629.28,17
16329,2021-06-07,2021,6,Monday,Weekday,0,,1,Colombo Fort,Batticaloa,Batticaloa Line,314,Intercity,3rd Class,487,19,3.9,997.65,18955.35,66
16330,2021-06-07,2021,6,Monday,Weekday,0,,1,Colombo Fort,Matara,Coastal Line,160,Slow/Local,1st Class,25,1,4.0,1853.72,1853.72,0
16331,2021-06-07,2021,6,Monday,Weekday,0,,1,Colombo Fort,Matara,Coastal Line,160,Slow/Local,2nd Class,150,14,9.33,1081.08,15135.12,19
16332,2021-06-07,2021,6,Monday,Weekday,0,,1,Colombo Fort,Matara,Coastal Line,160,Slow/Local,3rd Class,325,44,13.54,490.04,21561.76,0
16333,2021-06-07,2021,6,Monday,Weekday,0,,1,Colombo Fort,Vavuniya,Northern Line,259,Intercity,1st Class,37,2,5.41,3230.57,6461.14,4
16334,2021-06-07,2021,6,Monday,Weekday,0,,1,Colombo Fort,Vavuniya,Northern Line,259,Intercity,2nd Class,225,24,10.67,1639.79,39354.96,7
16335,2021-06-07,2021,6,Monday,Weekday,0,,1,Colombo Fort,Vavuniya,Northern Line,259,Intercity,3rd Class,487,27,5.54,815.0,22005.0,14
16336,2021-06-07,2021,6,Monday,Weekday,0,,1,Colombo Fort,Badulla,Main Line,292,Intercity,1st Class,37,2,5.41,3403.19,6806.38,61
16337,2021-06-07,2021,6,Monday,Weekday,0,,1,Colombo Fort,Badulla,Main Line,292,Intercity,2nd Class,225,21,9.33,1914.31,40200.51,14
16338,2021-06-07,2021,6,Monday,Weekday,0,,1,Colombo Fort,Badulla,Main Line,292,Intercity,3rd Class,487,33,6.78,904.13,29836.29,12
16339,2021-06-07,2021,6,Monday,Weekday,0,,1,Maradana,Avissawella,Kelani Valley Line,58,Intercity,1st Class,37,3,8.11,715.89,2147.67,15
16340,2021-06-07,2021,6,Monday,Weekday,0,,1,Maradana,Avissawella,Kelani Valley Line,58,Intercity,2nd Class,225,19,8.44,372.04,7068.76,5
16341,2021-06-07,2021,6,Monday,Weekday,0,,1,Maradana,Avissawella,Kelani Valley Line,58,Intercity,3rd Class,487,63,12.94,193.17,12169.71,32
16342,2021-06-07,2021,6,Monday,Weekday,0,,1,Colombo Fort,Jaffna,Northern Line,396,Express,1st Class,45,4,8.89,4790.49,19161.96,16
16343,2021-06-07,2021,6,Monday,Weekday,0,,1,Colombo Fort,Jaffna,Northern Line,396,Express,2nd Class,270,29,10.74,2469.34,71610.86,13
16344,2021-06-07,2021,6,Monday,Weekday,0,,1,Colombo Fort,Jaffna,Northern Line,396,Express,3rd Class,585,41,7.01,1236.95,50714.95,20
16345,2021-06-07,2021,6,Monday,Weekday,0,,1,Kandy,Badulla,Main Line,171,Slow/Local,1st Class,25,2,8.0,2054.74,4109.48,11
16346,2021-06-07,2021,6,Monday,Weekday,0,,1,Kandy,Badulla,Main Line,171,Slow/Local,2nd Class,150,17,11.33,1078.34,18331.78,0
16347,2021-06-07,2021,6,Monday,Weekday,0,,1,Kandy,Badulla,Main Line,171,Slow/Local,3rd Class,325,22,6.77,528.54,11627.88,33
16348,2021-06-07,2021,6,Monday,Weekday,0,,1,Colombo Fort,Kandy,Main Line,121,Intercity,1st Class,37,2,5.41,1508.38,3016.76,4
16349,2021-06-07,2021,6,Monday,Weekday,0,,1,Colombo Fort,Kandy,Main Line,121,Intercity,2nd Class,225,21,9.33,766.32,16092.72,11
16350,2021-06-07,2021,6,Monday,Weekday,0,,1,Colombo Fort,Kandy,Main Line,121,Intercity,3rd Class,487,32,6.57,367.89,11772.48,8
16351,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Kandy,Main Line,121,Express,1st Class,45,5,11.11,1455.98,7279.9,15
16352,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Kandy,Main Line,121,Express,2nd Class,270,20,7.41,784.2,15684.0,2
16353,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Kandy,Main Line,121,Express,3rd Class,585,76,12.99,399.16,30336.16,23
16354,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Matara,Coastal Line,160,Slow/Local,1st Class,25,1,4.0,1875.01,1875.01,0
16355,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Matara,Coastal Line,160,Slow/Local,2nd Class,150,9,6.0,1079.68,9717.12,29
16356,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Matara,Coastal Line,160,Slow/Local,3rd Class,325,20,6.15,525.09,10501.8,8
16357,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Kurunegala,Northern Line,94,Intercity,1st Class,37,1,2.7,1143.54,1143.54,14
16358,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Kurunegala,Northern Line,94,Intercity,2nd Class,225,19,8.44,613.56,11657.64,18
16359,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Kurunegala,Northern Line,94,Intercity,3rd Class,487,35,7.19,301.44,10550.4,23
16360,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Matara,Coastal Line,160,Slow/Local,1st Class,25,2,8.0,1911.99,3823.98,0
16361,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Matara,Coastal Line,160,Slow/Local,2nd Class,150,16,10.67,1060.39,16966.24,16
16362,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Matara,Coastal Line,160,Slow/Local,3rd Class,325,33,10.15,490.71,16193.43,0
16363,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Badulla,Main Line,292,Slow/Local,1st Class,25,2,8.0,3607.08,7214.16,9
16364,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Badulla,Main Line,292,Slow/Local,2nd Class,150,8,5.33,1904.5,15236.0,103
16365,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Badulla,Main Line,292,Slow/Local,3rd Class,325,21,6.46,966.8,20302.8,22
16366,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Ratnapura,Main Line branch,101,Slow/Local,1st Class,25,1,4.0,1222.74,1222.74,4
16367,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Ratnapura,Main Line branch,101,Slow/Local,2nd Class,150,10,6.67,650.11,6501.1,5
16368,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Ratnapura,Main Line branch,101,Slow/Local,3rd Class,325,31,9.54,322.59,10000.29,5
16369,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Maradana,Avissawella,Kelani Valley Line,58,Night Mail,1st Class,32,2,6.25,696.74,1393.48,9
16370,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Maradana,Avissawella,Kelani Valley Line,58,Night Mail,2nd Class,195,20,10.26,390.43,7808.6,10
16371,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Maradana,Avissawella,Kelani Valley Line,58,Night Mail,3rd Class,422,51,12.09,191.06,9744.06,22
16372,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Trincomalee,Trincomalee Line,267,Express,1st Class,45,3,6.67,3090.96,9272.88,9
16373,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Trincomalee,Trincomalee Line,267,Express,2nd Class,270,10,3.7,1773.73,17737.3,11
16374,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Trincomalee,Trincomalee Line,267,Express,3rd Class,585,34,5.81,833.29,28331.86,6
16375,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Kandy,Main Line,121,Express,1st Class,45,3,6.67,1435.16,4305.48,9
16376,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Kandy,Main Line,121,Express,2nd Class,270,17,6.3,802.96,13650.32,3
16377,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Kandy,Main Line,121,Express,3rd Class,585,37,6.32,377.67,13973.79,0
16378,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Ratnapura,Main Line branch,101,Slow/Local,1st Class,25,1,4.0,1226.5,1226.5,9
16379,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Ratnapura,Main Line branch,101,Slow/Local,2nd Class,150,10,6.67,678.43,6784.3,16
16380,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Ratnapura,Main Line branch,101,Slow/Local,3rd Class,325,17,5.23,330.4,5616.8,0
16381,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Kurunegala,Northern Line,94,Express,1st Class,45,4,8.89,1078.54,4314.16,93
16382,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Kurunegala,Northern Line,94,Express,2nd Class,270,21,7.78,632.44,13281.24,0
16383,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Kurunegala,Northern Line,94,Express,3rd Class,585,41,7.01,288.07,11810.87,8
16384,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Vavuniya,Northern Line,259,Night Mail,1st Class,32,2,6.25,3201.18,6402.36,50
16385,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Vavuniya,Northern Line,259,Night Mail,2nd Class,195,9,4.62,1645.81,14812.29,24
16386,2021-06-08,2021,6,Tuesday,Weekday,0,,1,Colombo Fort,Vavuniya,Northern Line,259,Night Mail,3rd Class,422,32,7.58,864.64,27668.48,15
16387,2021-06-09,2021,6,Wednesday,Weekday,0,,1,Colombo Fort,Ratnapura,Main Line branch,101,Slow/Local,1st Class,25,3,12.0,1190.07,3570.21,81
